feat_i,feat_j,name_i,name_j,cv_mean_acc,cv_std_acc,fold_accuracies,rank
3,19,mean area,fractal dimension error,0.8868670886075949,0.014335827250558621,0.900000000000;0.887500000000;0.900000000000;0.886075949367;0.860759493671,197
0,12,mean radius,perimeter error,0.886867088607595,0.01632248908886389,0.900000000000;0.875000000000;0.912500000000;0.873417721519;0.873417721519,198
1,3,mean texture,mean area,0.886867088607595,0.01632248908886389,0.900000000000;0.875000000000;0.912500000000;0.873417721519;0.873417721519,199
3,13,mean area,area error,0.8868670886075949,0.016371192472079077,0.912500000000;0.887500000000;0.887500000000;0.886075949367;0.860759493671,200
2,9,mean perimeter,mean fractal dimension,0.8868670886075949,0.029963191112817,0.875000000000;0.875000000000;0.937500000000;0.898734177215;0.848101265823,201
6,24,mean concavity,worst smoothness,0.8845569620253165,0.0295960695931558,0.837500000000;0.900000000000;0.862500000000;0.911392405063;0.911392405063,202
6,16,mean concavity,concavity error,0.8844303797468355,0.02009994455690148,0.862500000000;0.887500000000;0.900000000000;0.860759493671;0.911392405063,203
0,15,mean radius,compactness error,0.8843987341772153,0.014870589550665477,0.887500000000;0.875000000000;0.900000000000;0.898734177215;0.860759493671,204
2,12,mean perimeter,perimeter error,0.8843987341772153,0.018604688483937617,0.875000000000;0.875000000000;0.912500000000;0.898734177215;0.860759493671,205
9,26,mean fractal dimension,worst concavity,0.8843987341772153,0.026853946331672787,0.850000000000;0.887500000000;0.925000000000;0.860759493671;0.898734177215,206
3,9,mean area,mean fractal dimension,0.8843354430379747,0.01897784572666064,0.912500000000;0.875000000000;0.900000000000;0.873417721519;0.860759493671,207
10,25,radius error,worst compactness,0.8820253164556962,0.022708777852889026,0.887500000000;0.850000000000;0.862500000000;0.911392405063;0.898734177215,208
3,15,mean area,compactness error,0.8819303797468354,0.009817473769730984,0.887500000000;0.875000000000;0.875000000000;0.898734177215;0.873417721519,209
12,26,perimeter error,worst concavity,0.8819303797468354,0.012541550873698872,0.875000000000;0.862500000000;0.900000000000;0.886075949367;0.886075949367,210
6,11,mean concavity,texture error,0.8818987341772152,0.018773479130594864,0.850000000000;0.900000000000;0.900000000000;0.886075949367;0.873417721519,211
3,10,mean area,radius error,0.8818354430379747,0.015631245747374244,0.900000000000;0.900000000000;0.875000000000;0.873417721519;0.860759493671,212
0,9,mean radius,mean fractal dimension,0.8818354430379746,0.030578103757727727,0.875000000000;0.862500000000;0.937500000000;0.886075949367;0.848101265823,213
2,14,mean perimeter,smoothness error,0.8793037974683544,0.036229741036270156,0.875000000000;0.850000000000;0.950000000000;0.860759493671;0.860759493671,214
17,27,concave points error,worst concave points,0.8792721518987342,0.02648490302279588,0.900000000000;0.912500000000;0.875000000000;0.835443037975;0.873417721519,215
13,28,area error,worst symmetry,0.8769936708860759,0.02380529429628222,0.887500000000;0.850000000000;0.850000000000;0.911392405063;0.886075949367,216
6,21,mean concavity,worst texture,0.8769620253164557,0.0160732081785329,0.875000000000;0.875000000000;0.850000000000;0.898734177215;0.886075949367,217
3,12,mean area,perimeter error,0.8768670886075951,0.012400218635491048,0.875000000000;0.862500000000;0.900000000000;0.873417721519;0.873417721519,218
3,17,mean area,concave points error,0.8767721518987341,0.02954337231293296,0.862500000000;0.887500000000;0.925000000000;0.835443037975;0.873417721519,219
6,14,mean concavity,smoothness error,0.8744620253164556,0.03329929028577473,0.812500000000;0.887500000000;0.887500000000;0.873417721519;0.911392405063,220
5,9,mean compactness,mean fractal dimension,0.8743037974683545,0.026563736752172964,0.850000000000;0.875000000000;0.925000000000;0.860759493671;0.860759493671,221
6,10,mean concavity,radius error,0.8718987341772152,0.025306485378479265,0.825000000000;0.875000000000;0.900000000000;0.886075949367;0.873417721519,222
3,14,mean area,smoothness error,0.871867088607595,0.02544476976283986,0.887500000000;0.825000000000;0.900000000000;0.873417721519;0.873417721519,223
6,12,mean concavity,perimeter error,0.8718354430379748,0.009671851134829278,0.862500000000;0.875000000000;0.887500000000;0.873417721519;0.860759493671,224
1,26,mean texture,worst concavity,0.8718354430379746,0.02442804310987386,0.850000000000;0.912500000000;0.862500000000;0.886075949367;0.848101265823,225
0,14,mean radius,smoothness error,0.8717721518987341,0.0352211920100373,0.862500000000;0.850000000000;0.937500000000;0.835443037975;0.873417721519,226
13,29,area error,worst fractal dimension,0.8694303797468355,0.028846876518788707,0.825000000000;0.850000000000;0.900000000000;0.898734177215;0.873417721519,227
24,26,worst smoothness,worst concavity,0.8693037974683545,0.017282074092026346,0.850000000000;0.900000000000;0.875000000000;0.860759493671;0.860759493671,228
6,26,mean concavity,worst concavity,0.8693037974683545,0.02826075166944944,0.825000000000;0.900000000000;0.900000000000;0.860759493671;0.860759493671,229
6,18,mean concavity,symmetry error,0.8693037974683545,0.033429616458006246,0.825000000000;0.887500000000;0.912500000000;0.835443037975;0.886075949367,230
6,17,mean concavity,concave points error,0.8692721518987343,0.015691033754919672,0.862500000000;0.887500000000;0.887500000000;0.848101265823;0.860759493671,231
10,13,radius error,area error,0.8692088607594937,0.02275679536531516,0.887500000000;0.887500000000;0.887500000000;0.848101265823;0.835443037975,232
12,25,perimeter error,worst compactness,0.8669620253164556,0.029750437433415503,0.887500000000;0.825000000000;0.837500000000;0.898734177215;0.886075949367,233
5,10,mean compactness,radius error,0.8669303797468354,0.028880288473797373,0.837500000000;0.837500000000;0.887500000000;0.911392405063;0.860759493671,234
6,28,mean concavity,worst symmetry,0.8668670886075949,0.037485990546624944,0.800000000000;0.875000000000;0.912500000000;0.860759493671;0.886075949367,235
5,6,mean compactness,mean concavity,0.8668354430379747,0.025727400466313055,0.837500000000;0.912500000000;0.850000000000;0.860759493671;0.873417721519,236
18,26,symmetry error,worst concavity,0.8643037974683544,0.014774990778596475,0.850000000000;0.862500000000;0.887500000000;0.848101265823;0.873417721519,237
6,29,mean concavity,worst fractal dimension,0.8642721518987342,0.03411641920374074,0.812500000000;0.912500000000;0.887500000000;0.860759493671;0.848101265823,238
6,25,mean concavity,worst compactness,0.8619303797468353,0.03836672631579341,0.787500000000;0.887500000000;0.862500000000;0.886075949367;0.886075949367,239
21,26,worst texture,worst concavity,0.8618354430379747,0.02081917747984653,0.837500000000;0.887500000000;0.850000000000;0.886075949367;0.848101265823,240
5,12,mean compactness,perimeter error,0.8618037974683543,0.007951543683311099,0.862500000000;0.850000000000;0.875000000000;0.860759493671;0.860759493671,241
4,6,mean smoothness,mean concavity,0.8617721518987341,0.0328020640293046,0.812500000000;0.887500000000;0.900000000000;0.835443037975;0.873417721519,242
1,6,mean texture,mean concavity,0.8593354430379747,0.0180812272903049,0.875000000000;0.862500000000;0.825000000000;0.873417721519;0.860759493671,243
17,26,concave points error,worst concavity,0.8566772151898734,0.035682733790822874,0.837500000000;0.875000000000;0.900000000000;0.797468354430;0.873417721519,244
11,26,texture error,worst concavity,0.8566455696202532,0.026624251070648065,0.862500000000;0.900000000000;0.862500000000;0.822784810127;0.835443037975,245
5,26,mean compactness,worst concavity,0.854240506329114,0.02821276630646196,0.812500000000;0.900000000000;0.862500000000;0.848101265823;0.848101265823,246
11,13,texture error,area error,0.8542088607594938,0.01760176536280373,0.862500000000;0.850000000000;0.875000000000;0.860759493671;0.822784810127,247
13,14,area error,smoothness error,0.8541772151898733,0.028588685360122695,0.875000000000;0.825000000000;0.900000000000;0.835443037975;0.835443037975,248
6,8,mean concavity,mean symmetry,0.8518670886075951,0.045383034854312325,0.762500000000;0.862500000000;0.887500000000;0.873417721519;0.873417721519,249
10,28,radius error,worst symmetry,0.8518037974683544,0.02656449073334188,0.875000000000;0.812500000000;0.850000000000;0.886075949367;0.835443037975,250
4,26,mean smoothness,worst concavity,0.8518037974683544,0.0435105983401953,0.787500000000;0.912500000000;0.837500000000;0.835443037975;0.886075949367,251
4,13,mean smoothness,area error,0.8517721518987342,0.014540235299240601,0.850000000000;0.837500000000;0.862500000000;0.873417721519;0.835443037975,252
26,28,worst concavity,worst symmetry,0.8517721518987342,0.031006748338987155,0.812500000000;0.837500000000;0.900000000000;0.873417721519;0.835443037975,253
16,26,concavity error,worst concavity,0.8516455696202531,0.02963934930255714,0.837500000000;0.900000000000;0.862500000000;0.810126582278;0.848101265823,254
14,26,smoothness error,worst concavity,0.8516139240506329,0.032785848671298086,0.850000000000;0.850000000000;0.912500000000;0.822784810127;0.822784810127,255
15,26,compactness error,worst concavity,0.8516139240506329,0.0338198321211737,0.837500000000;0.887500000000;0.887500000000;0.797468354430;0.848101265823,256
8,13,mean symmetry,area error,0.8493354430379746,0.028139371472844156,0.850000000000;0.800000000000;0.862500000000;0.886075949367;0.848101265823,257
12,28,perimeter error,worst symmetry,0.8493354430379746,0.03415880892078523,0.875000000000;0.787500000000;0.850000000000;0.886075949367;0.848101265823,258
13,19,area error,fractal dimension error,0.8492721518987342,0.017543637081601803,0.862500000000;0.825000000000;0.850000000000;0.873417721519;0.835443037975,259
19,26,fractal dimension error,worst concavity,0.8491772151898734,0.022873070966107842,0.825000000000;0.875000000000;0.875000000000;0.822784810127;0.848101265823,260
25,26,worst compactness,worst concavity,0.8468037974683543,0.013868704733977074,0.825000000000;0.850000000000;0.837500000000;0.860759493671;0.860759493671,261
13,21,area error,worst texture,0.8467721518987341,0.014287755651067942,0.837500000000;0.837500000000;0.850000000000;0.873417721519;0.835443037975,262
9,13,mean fractal dimension,area error,0.8467088607594937,0.02438791646443059,0.887500000000;0.812500000000;0.850000000000;0.848101265823;0.835443037975,263
13,18,area error,symmetry error,0.8466772151898734,0.017148278379183497,0.875000000000;0.837500000000;0.850000000000;0.848101265823;0.822784810127,264
12,21,perimeter error,worst texture,0.8443670886075948,0.037168472571640146,0.862500000000;0.787500000000;0.825000000000;0.898734177215;0.848101265823,265
13,16,area error,concavity error,0.8443037974683545,0.0266031789443879,0.825000000000;0.812500000000;0.862500000000;0.886075949367;0.835443037975,266
9,25,mean fractal dimension,worst compactness,0.8442721518987343,0.03212273171206657,0.837500000000;0.800000000000;0.875000000000;0.886075949367;0.822784810127,267
12,24,perimeter error,worst smoothness,0.8441455696202531,0.03562439473732258,0.887500000000;0.837500000000;0.837500000000;0.873417721519;0.784810126582,268
1,13,mean texture,area error,0.8392088607594935,0.009105129371318707,0.825000000000;0.850000000000;0.837500000000;0.848101265823;0.835443037975,269
8,26,mean symmetry,worst concavity,0.8391772151898733,0.030191034396380153,0.812500000000;0.825000000000;0.887500000000;0.810126582278;0.860759493671,270
13,15,area error,compactness error,0.8366772151898735,0.01788531894803046,0.825000000000;0.837500000000;0.850000000000;0.860759493671;0.810126582278,271
26,29,worst concavity,worst fractal dimension,0.8341455696202532,0.024400847894782193,0.800000000000;0.875000000000;0.837500000000;0.822784810127;0.835443037975,272
13,17,area error,concave points error,0.834018987341772,0.028921176767733873,0.862500000000;0.837500000000;0.862500000000;0.784810126582;0.822784810127,273
12,13,perimeter error,area error,0.8317088607594938,0.019980512457502504,0.812500000000;0.812500000000;0.850000000000;0.860759493671;0.822784810127,274
10,11,radius error,texture error,0.8290822784810127,0.026350785263307617,0.850000000000;0.812500000000;0.850000000000;0.848101265823;0.784810126582,275
5,14,mean compactness,smoothness error,0.8290822784810127,0.030730504128519437,0.800000000000;0.862500000000;0.850000000000;0.784810126582;0.848101265823,276
1,25,mean texture,worst compactness,0.826740506329114,0.03159204333960395,0.837500000000;0.825000000000;0.775000000000;0.873417721519;0.822784810127,277
24,25,worst smoothness,worst compactness,0.8242721518987342,0.03896411440266679,0.750000000000;0.825000000000;0.837500000000;0.860759493671;0.848101265823,278
21,25,worst texture,worst compactness,0.8242405063291139,0.027959966631185103,0.825000000000;0.812500000000;0.787500000000;0.873417721519;0.822784810127,279
1,12,mean texture,perimeter error,0.8241772151898734,0.017162113358041776,0.837500000000;0.812500000000;0.800000000000;0.848101265823;0.822784810127,280
10,29,radius error,worst fractal dimension,0.8241772151898734,0.02191907484390019,0.812500000000;0.787500000000;0.850000000000;0.835443037975;0.835443037975,281
10,16,radius error,concavity error,0.8241772151898734,0.034545948075584115,0.825000000000;0.800000000000;0.825000000000;0.886075949367;0.784810126582,282
14,25,smoothness error,worst compactness,0.8241455696202532,0.013353380485456121,0.800000000000;0.837500000000;0.825000000000;0.822784810127;0.835443037975,283
10,21,radius error,worst texture,0.8241455696202532,0.017507065893316253,0.825000000000;0.800000000000;0.837500000000;0.848101265823;0.810126582278,284
12,29,perimeter error,worst fractal dimension,0.8241455696202532,0.026044438377307355,0.850000000000;0.775000000000;0.837500000000;0.835443037975;0.822784810127,285
10,24,radius error,worst smoothness,0.8241455696202531,0.02867787100205843,0.825000000000;0.812500000000;0.825000000000;0.873417721519;0.784810126582,286
8,10,mean symmetry,radius error,0.8241455696202532,0.03941208914012757,0.850000000000;0.750000000000;0.862500000000;0.835443037975;0.822784810127,287
5,21,mean compactness,worst texture,0.8217088607594937,0.02074158883621814,0.812500000000;0.825000000000;0.787500000000;0.835443037975;0.848101265823,288
5,19,mean compactness,fractal dimension error,0.8189873417721518,0.025338597911951744,0.800000000000;0.850000000000;0.850000000000;0.797468354430;0.797468354430,289
10,14,radius error,smoothness error,0.8165189873417722,0.036213456570575765,0.862500000000;0.762500000000;0.850000000000;0.797468354430;0.810126582278,290
1,10,mean texture,radius error,0.8141139240506329,0.011552323441400354,0.825000000000;0.800000000000;0.800000000000;0.822784810127;0.822784810127,291
19,25,fractal dimension error,worst compactness,0.8141139240506329,0.014055193694734569,0.800000000000;0.825000000000;0.800000000000;0.835443037975;0.810126582278,292
4,10,mean smoothness,radius error,0.8140822784810127,0.01642493473389343,0.837500000000;0.787500000000;0.812500000000;0.822784810127;0.810126582278,293
8,12,mean symmetry,perimeter error,0.8140822784810127,0.043565617943697475,0.837500000000;0.737500000000;0.862500000000;0.797468354430;0.835443037975,294
5,16,mean compactness,concavity error,0.8140506329113923,0.02019136139907888,0.800000000000;0.850000000000;0.800000000000;0.822784810127;0.797468354430,295
5,25,mean compactness,worst compactness,0.8115822784810126,0.013448957551471356,0.800000000000;0.812500000000;0.812500000000;0.835443037975;0.797468354430,296
10,19,radius error,fractal dimension error,0.8115506329113924,0.03801606395210466,0.837500000000;0.750000000000;0.850000000000;0.835443037975;0.784810126582,297
5,24,mean compactness,worst smoothness,0.8115506329113924,0.039626015676705525,0.750000000000;0.862500000000;0.825000000000;0.784810126582;0.835443037975,298
4,12,mean smoothness,perimeter error,0.8115189873417721,0.0240125864955589,0.837500000000;0.775000000000;0.837500000000;0.797468354430;0.810126582278,299
10,18,radius error,symmetry error,0.8114556962025314,0.03593320638716531,0.875000000000;0.775000000000;0.825000000000;0.797468354430;0.784810126582,300
11,25,texture error,worst compactness,0.8090822784810126,0.014074845143829643,0.787500000000;0.825000000000;0.800000000000;0.822784810127;0.810126582278,301
1,5,mean texture,mean compactness,0.8090822784810128,0.026421606041699748,0.787500000000;0.850000000000;0.775000000000;0.822784810127;0.810126582278,302
11,12,texture error,perimeter error,0.8090822784810128,0.04413730016463157,0.850000000000;0.725000000000;0.837500000000;0.822784810127;0.810126582278,303
18,25,symmetry error,worst compactness,0.8066139240506329,0.016101469825950693,0.787500000000;0.800000000000;0.800000000000;0.835443037975;0.810126582278,304
12,16,perimeter error,concavity error,0.8066139240506329,0.030743536518335408,0.837500000000;0.750000000000;0.800000000000;0.822784810127;0.822784810127,305
4,25,mean smoothness,worst compactness,0.8066139240506329,0.03642161733450803,0.762500000000;0.850000000000;0.775000000000;0.797468354430;0.848101265823,306
9,10,mean fractal dimension,radius error,0.8065189873417721,0.025822358211914337,0.837500000000;0.762500000000;0.825000000000;0.797468354430;0.810126582278,307
5,18,mean compactness,symmetry error,0.8064240506329113,0.024130364175543473,0.800000000000;0.850000000000;0.812500000000;0.784810126582;0.784810126582,308
5,11,mean compactness,texture error,0.8063924050632911,0.03850247673369944,0.787500000000;0.862500000000;0.825000000000;0.746835443038;0.810126582278,309
21,24,worst texture,worst smoothness,0.8042088607594937,0.03508145122192875,0.775000000000;0.800000000000;0.762500000000;0.860759493671;0.822784810127,310
5,17,mean compactness,concave points error,0.8038607594936711,0.034232930442461645,0.812500000000;0.862500000000;0.800000000000;0.784810126582;0.759493670886,311
16,25,concavity error,worst compactness,0.8015189873417722,0.014386940503183447,0.812500000000;0.812500000000;0.775000000000;0.810126582278;0.797468354430,312
10,12,radius error,perimeter error,0.8015189873417722,0.03474167608279916,0.837500000000;0.737500000000;0.825000000000;0.797468354430;0.810126582278,313
12,14,perimeter error,smoothness error,0.8015189873417722,0.04829062079785411,0.850000000000;0.712500000000;0.837500000000;0.810126582278;0.797468354430,314
15,25,compactness error,worst compactness,0.8014556962025317,0.031400538707429974,0.812500000000;0.850000000000;0.762500000000;0.772151898734;0.810126582278,315
25,28,worst compactness,worst symmetry,0.7990189873417721,0.013307103131448299,0.775000000000;0.812500000000;0.800000000000;0.810126582278;0.797468354430,316
4,5,mean smoothness,mean compactness,0.7987341772151899,0.06283195772114654,0.762500000000;0.900000000000;0.837500000000;0.721518987342;0.772151898734,317
5,28,mean compactness,worst symmetry,0.7964240506329114,0.02203986134036647,0.775000000000;0.800000000000;0.837500000000;0.784810126582;0.784810126582,318
10,17,radius error,concave points error,0.7962658227848101,0.03801561612521762,0.837500000000;0.812500000000;0.825000000000;0.772151898734;0.734177215190,319
1,24,mean texture,worst smoothness,0.7941772151898734,0.03993959246545564,0.800000000000;0.762500000000;0.737500000000;0.848101265823;0.822784810127,320
12,19,perimeter error,fractal dimension error,0.7940506329113923,0.045476632446808656,0.850000000000;0.712500000000;0.787500000000;0.810126582278;0.810126582278,321
12,18,perimeter error,symmetry error,0.7939240506329114,0.043237345362185625,0.850000000000;0.725000000000;0.825000000000;0.772151898734;0.797468354430,322
17,25,concave points error,worst compactness,0.7938291139240506,0.031247816780009825,0.837500000000;0.825000000000;0.775000000000;0.759493670886;0.772151898734,323
8,25,mean symmetry,worst compactness,0.7915506329113924,0.020975451274308093,0.762500000000;0.800000000000;0.775000000000;0.797468354430;0.822784810127,324
25,29,worst compactness,worst fractal dimension,0.7889556962025315,0.021370579083790454,0.775000000000;0.825000000000;0.762500000000;0.797468354430;0.784810126582,325
10,15,radius error,compactness error,0.7889240506329114,0.02441738192964244,0.812500000000;0.750000000000;0.812500000000;0.797468354430;0.772151898734,326
5,29,mean compactness,worst fractal dimension,0.7888291139240506,0.039754267425788775,0.762500000000;0.862500000000;0.787500000000;0.746835443038;0.784810126582,327
9,12,mean fractal dimension,perimeter error,0.7864240506329114,0.04261254267774438,0.837500000000;0.712500000000;0.812500000000;0.772151898734;0.797468354430,328
5,8,mean compactness,mean symmetry,0.786360759493671,0.027936138173611586,0.750000000000;0.812500000000;0.825000000000;0.772151898734;0.772151898734,329
5,15,mean compactness,compactness error,0.7837974683544304,0.03194331448817275,0.800000000000;0.837500000000;0.762500000000;0.746835443038;0.772151898734,330
12,17,perimeter error,concave points error,0.7812341772151898,0.03787719554027825,0.850000000000;0.775000000000;0.787500000000;0.746835443038;0.746835443038,331
12,15,perimeter error,compactness error,0.7788924050632912,0.028052971958411207,0.825000000000;0.737500000000;0.775000000000;0.784810126582;0.772151898734,332
17,24,concave points error,worst smoothness,0.7762658227848102,0.027763644947526474,0.812500000000;0.800000000000;0.762500000000;0.772151898734;0.734177215190,333
16,21,concavity error,worst texture,0.7740506329113923,0.041009044222702976,0.775000000000;0.775000000000;0.700000000000;0.822784810127;0.797468354430,334
16,28,concavity error,worst symmetry,0.7740189873417722,0.03640167740984307,0.737500000000;0.787500000000;0.737500000000;0.835443037975;0.772151898734,335
21,28,worst texture,worst symmetry,0.7689556962025317,0.03548291156738904,0.737500000000;0.750000000000;0.775000000000;0.835443037975;0.746835443038,336
16,24,concavity error,worst smoothness,0.7688924050632913,0.01982427609696724,0.775000000000;0.775000000000;0.737500000000;0.797468354430;0.759493670886,337
1,16,mean texture,concavity error,0.7664556962025316,0.03713240490880991,0.762500000000;0.762500000000;0.725000000000;0.835443037975;0.746835443038,338
17,21,concave points error,worst texture,0.7664240506329115,0.0344280527880832,0.787500000000;0.775000000000;0.700000000000;0.772151898734;0.797468354430,339
16,17,concavity error,concave points error,0.7660126582278481,0.05566341454343987,0.837500000000;0.812500000000;0.775000000000;0.708860759494;0.696202531646,340
17,28,concave points error,worst symmetry,0.7637974683544304,0.012640177003013904,0.750000000000;0.775000000000;0.775000000000;0.772151898734;0.746835443038,341
15,21,compactness error,worst texture,0.7614556962025316,0.02956797154888685,0.762500000000;0.750000000000;0.712500000000;0.797468354430;0.784810126582,342
1,4,mean texture,mean smoothness,0.7590189873417721,0.04871958519007291,0.775000000000;0.737500000000;0.675000000000;0.810126582278;0.797468354430,343
4,21,mean smoothness,worst texture,0.7590189873417722,0.05708022195562528,0.687500000000;0.800000000000;0.700000000000;0.835443037975;0.772151898734,344
17,29,concave points error,worst fractal dimension,0.7586392405063291,0.04239226143430544,0.787500000000;0.825000000000;0.725000000000;0.746835443038;0.708860759494,345
1,17,mean texture,concave points error,0.7561392405063292,0.03860440430891463,0.787500000000;0.812500000000;0.725000000000;0.708860759494;0.746835443038,346
1,8,mean texture,mean symmetry,0.7513924050632912,0.03906470931903141,0.725000000000;0.687500000000;0.787500000000;0.784810126582;0.772151898734,347
15,24,compactness error,worst smoothness,0.7512341772151899,0.06283740842406163,0.737500000000;0.837500000000;0.687500000000;0.683544303797;0.810126582278,348
14,17,smoothness error,concave points error,0.7509493670886076,0.050854735609900614,0.800000000000;0.775000000000;0.800000000000;0.696202531646;0.683544303797,349
1,28,mean texture,worst symmetry,0.7489873417721519,0.049008822523568224,0.712500000000;0.675000000000;0.762500000000;0.810126582278;0.784810126582,350
1,11,mean texture,texture error,0.7489240506329115,0.033318652297638654,0.737500000000;0.737500000000;0.700000000000;0.772151898734;0.797468354430,351
4,16,mean smoothness,concavity error,0.7487658227848101,0.013219517696698022,0.750000000000;0.762500000000;0.725000000000;0.746835443038;0.759493670886,352
21,29,worst texture,worst fractal dimension,0.7439240506329114,0.05877201694654854,0.675000000000;0.800000000000;0.675000000000;0.810126582278;0.759493670886,353
11,21,texture error,worst texture,0.7414873417721518,0.05796621877289489,0.700000000000;0.762500000000;0.650000000000;0.797468354430;0.797468354430,354
9,16,mean fractal dimension,concavity error,0.7410759493670886,0.029301576042874866,0.762500000000;0.787500000000;0.725000000000;0.721518987342;0.708860759494,355
4,17,mean smoothness,concave points error,0.7410443037974683,0.033680699531187165,0.737500000000;0.775000000000;0.775000000000;0.734177215190;0.683544303797,356
8,21,mean symmetry,worst texture,0.7388291139240507,0.029960450349796726,0.725000000000;0.687500000000;0.750000000000;0.772151898734;0.759493670886,357
9,29,mean fractal dimension,worst fractal dimension,0.7386075949367089,0.04487259198326152,0.750000000000;0.812500000000;0.687500000000;0.696202531646;0.746835443038,358
11,16,texture error,concavity error,0.7386075949367088,0.05192564523037659,0.775000000000;0.812500000000;0.662500000000;0.734177215190;0.708860759494,359
8,16,mean symmetry,concavity error,0.73626582278481,0.027900805994885466,0.700000000000;0.737500000000;0.737500000000;0.784810126582;0.721518987342,360
17,19,concave points error,fractal dimension error,0.7358860759493672,0.05360383992946274,0.775000000000;0.812500000000;0.737500000000;0.670886075949;0.683544303797,361
11,17,texture error,concave points error,0.7358544303797468,0.053826183698960986,0.787500000000;0.787500000000;0.762500000000;0.670886075949;0.670886075949,362
16,18,concavity error,symmetry error,0.7334810126582278,0.03645077872073326,0.762500000000;0.775000000000;0.737500000000;0.721518987342;0.670886075949,363
1,29,mean texture,worst fractal dimension,0.7312974683544304,0.04381036248331808,0.700000000000;0.762500000000;0.675000000000;0.721518987342;0.797468354430,364
16,19,concavity error,fractal dimension error,0.7310443037974683,0.04083840835365009,0.762500000000;0.787500000000;0.687500000000;0.734177215190;0.683544303797,365
15,17,compactness error,concave points error,0.730886075949367,0.053218722407411614,0.800000000000;0.787500000000;0.712500000000;0.670886075949;0.683544303797,366
11,24,texture error,worst smoothness,0.72873417721519,0.020696928334735843,0.712500000000;0.737500000000;0.700000000000;0.759493670886;0.734177215190,367
15,28,compactness error,worst symmetry,0.7287341772151898,0.022262967484109702,0.712500000000;0.725000000000;0.712500000000;0.772151898734;0.721518987342,368
24,28,worst smoothness,worst symmetry,0.7287025316455695,0.019568531255009666,0.725000000000;0.700000000000;0.737500000000;0.759493670886;0.721518987342,369
14,16,smoothness error,concavity error,0.7285126582278482,0.03431544363004796,0.737500000000;0.712500000000;0.787500000000;0.721518987342;0.683544303797,370
9,17,mean fractal dimension,concave points error,0.7282911392405064,0.05988880365374175,0.800000000000;0.775000000000;0.750000000000;0.670886075949;0.645569620253,371
14,21,smoothness error,worst texture,0.726360759493671,0.04591090554756466,0.712500000000;0.725000000000;0.650000000000;0.784810126582;0.759493670886,372
1,21,mean texture,worst texture,0.7262341772151899,0.02311998547943189,0.737500000000;0.700000000000;0.700000000000;0.734177215190;0.759493670886,373
24,29,worst smoothness,worst fractal dimension,0.7261708860759494,0.019433471901732436,0.700000000000;0.750000000000;0.712500000000;0.721518987342;0.746835443038,374
8,17,mean symmetry,concave points error,0.7260759493670885,0.019127489108846367,0.712500000000;0.725000000000;0.762500000000;0.721518987342;0.708860759494,375
9,21,mean fractal dimension,worst texture,0.7238291139240507,0.042866093860814435,0.712500000000;0.725000000000;0.650000000000;0.772151898734;0.759493670886,376
14,24,smoothness error,worst smoothness,0.7236392405063291,0.05743401500116442,0.675000000000;0.825000000000;0.662500000000;0.721518987342;0.734177215190,377
1,19,mean texture,fractal dimension error,0.7212974683544304,0.034388353912249175,0.712500000000;0.700000000000;0.675000000000;0.772151898734;0.746835443038,378
18,21,symmetry error,worst texture,0.7212658227848101,0.04276598717098132,0.725000000000;0.725000000000;0.650000000000;0.784810126582;0.721518987342,379
1,18,mean texture,symmetry error,0.7211392405063292,0.027523569308670406,0.725000000000;0.750000000000;0.675000000000;0.746835443038;0.708860759494,380
16,29,concavity error,worst fractal dimension,0.7210759493670885,0.04002024904070342,0.725000000000;0.787500000000;0.662500000000;0.721518987342;0.708860759494,381
17,18,concave points error,symmetry error,0.7206962025316457,0.07079145753452319,0.800000000000;0.762500000000;0.762500000000;0.670886075949;0.607594936709,382
9,24,mean fractal dimension,worst smoothness,0.718607594936709,0.029074960167893946,0.725000000000;0.750000000000;0.675000000000;0.746835443038;0.696202531646,383
1,15,mean texture,compactness error,0.716139240506329,0.02250420566366376,0.737500000000;0.700000000000;0.687500000000;0.746835443038;0.708860759494,384
1,14,mean texture,smoothness error,0.71373417721519,0.028555002345454078,0.687500000000;0.700000000000;0.687500000000;0.734177215190;0.759493670886,385
1,9,mean texture,mean fractal dimension,0.7136708860759493,0.02162960214965544,0.712500000000;0.712500000000;0.675000000000;0.734177215190;0.734177215190,386
19,24,fractal dimension error,worst smoothness,0.713639240506329,0.02337628903997733,0.700000000000;0.737500000000;0.675000000000;0.734177215190;0.721518987342,387
19,21,fractal dimension error,worst texture,0.7112025316455697,0.029314355481055165,0.712500000000;0.700000000000;0.662500000000;0.746835443038;0.734177215190,388
8,24,mean symmetry,worst smoothness,0.7111075949367087,0.016798522378766494,0.687500000000;0.725000000000;0.700000000000;0.734177215190;0.708860759494,389
15,29,compactness error,worst fractal dimension,0.7109177215189874,0.04281202321588931,0.762500000000;0.762500000000;0.662500000000;0.683544303797;0.683544303797,390
18,24,symmetry error,worst smoothness,0.7086075949367088,0.017281088967182685,0.712500000000;0.712500000000;0.675000000000;0.721518987342;0.721518987342,391
14,15,smoothness error,compactness error,0.705981012658228,0.02377683929468038,0.737500000000;0.725000000000;0.675000000000;0.708860759494;0.683544303797,392
9,28,mean fractal dimension,worst symmetry,0.7058227848101266,0.03937367664358898,0.712500000000;0.725000000000;0.762500000000;0.683544303797;0.645569620253,393
